PR,URL,Title,Content type,Is rendered page,HTTP status code,Is indexable page,Is noindex,Canonical URL,Canonical URL code,Organic traffic,No. of all inlinks,First found at
19,https://utahwatergardens.com/pond-services/truxor-t50,Truxor Service | Professional Lake Maintenance Equipment | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/pond-services/truxor,200,0,4427,https://utahwatergardens.com/about
19,https://utahwatergardens.com/pond-supplies/tools,Pond Tools & Accessories | Maintenance Equipment | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/pond-supplies/tools-accessories,200,0,4427,https://utahwatergardens.com/about
1,https://utahwatergardens.com/plant/chromatella-yellow-water-lily,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/umbrella-palm,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/pickerel-rush,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/marsh-marigold,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/water-lettuce,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/sunset-changeable-water-lily,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/chinese-arrowhead,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/white-water-lily,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/golden-spike-rush,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/water-hyacinth,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
1,https://utahwatergardens.com/plant/pink-water-lily,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,191,https://utahwatergardens.com/
0,https://utahwatergardens.com/plant/yerba-mansa,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/duckweed,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/floating-plants
0,https://utahwatergardens.com/plant/red-amaranth,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/calla-lily,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/blog/pond-liners-utah-guide,Pond Liners Utah Guide: Choosing the Right Liner for Your Climate | Utah Water Gardens Blog,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/blog/undefined,200,0,1,https://utahwatergardens.com/blog
0,https://utahwatergardens.com/plant/equisetum,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/azolla,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/floating-plants
0,https://utahwatergardens.com/plant/red-mimulus,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/slenderleaf-dragonhead,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/sensitive-plant,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/utah-water-clover,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
0,https://utahwatergardens.com/plant/blue-flower,Aquatic Plant Details | Plant Care Guide | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,false,false,https://utahwatergardens.com/plant-detail,200,0,1,https://utahwatergardens.com/plants-fish/marginal-plants
